gene_id	gene_name	chrom	start	end	strand	gene_biotype	n_transcripts	n_exons	family	is_pseudogene	pseudogene_criterion	span_source	exon_span_start	exon_span_end	span_agrees_tx_vs_exon	supercluster_id	is_primary_assembly
ENSMUSG00000093434	Vmn2r-ps11	3	64632574	64662261	-	transcribed_unprocessed_pseudogene	1	7	V2R	1	biotype+name	transcript	64632574	64662261	1	V2R_chr3_sc002	1
ENSMUSG00000062200	Vmn2r7	3	64690660	64844765	-	protein_coding	3	18	V2R	0	none	transcript	64690660	64844765	1	V2R_chr3_sc002	1
ENSMUSG00000093474	Vmn2r-ps12	3	64744749	64745645	-	unprocessed_pseudogene	1	2	V2R	1	biotype+name	transcript	64744749	64745645	1	V2R_chr3_sc002	1
ENSMUSG00000093767	Vmn2r-ps13	3	64899157	64899762	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	64899157	64899762	1	V2R_chr3_sc002	1
ENSMUSG00000094177	Vmn2r-ps15	4	145775612	145775988	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	145775612	145775988	1	V2R_chr4_sc003	1
ENSMUSG00000095096	Vmn2r-ps17	4	146264521	146264895	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	146264521	146264895	1	V2R_chr4_sc003	1
ENSMUSG00000095460	Vmn2r-ps16	4	146605105	146605481	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	146605105	146605481	1	V2R_chr4_sc003	1
ENSMUSG00000094849	Vmn2r-ps18	4	147126130	147126509	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	147126130	147126509	1	V2R_chr4_sc003	1
ENSMUSG00000093975	Vmn2r-ps19	4	147444380	147444648	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	147444380	147444648	1	V2R_chr4_sc003	1
ENSMUSG00000096440	Vmn2r-ps20	4	147521531	147521912	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	147521531	147521912	1	V2R_chr4_sc003	1
ENSMUSG00000057021	Vmn2r-ps159	4	156331103	156339499	+	transcribed_unprocessed_pseudogene	3	14	V2R	1	biotype+name	transcript	156331103	156339499	1	V2R_chr4_sc004	1
ENSMUSG00000090961	Vmn2r8	5	108797193	108808754	-	protein_coding	1	6	V2R	0	none	transcript	108797193	108808754	1	V2R_chr5_sc005	1
ENSMUSG00000091624	Vmn2r9	5	108842947	108852510	-	protein_coding	1	6	V2R	0	none	transcript	108842947	108852510	1	V2R_chr5_sc005	1
ENSMUSG00000093510	Vmn2r-ps21	5	108872655	108892380	-	unprocessed_pseudogene	1	5	V2R	1	biotype+name	transcript	108872655	108892380	1	V2R_chr5_sc005	1
ENSMUSG00000067010	Vmn2r10	5	108993412	109006471	-	protein_coding	2	11	V2R	0	none	transcript	108993412	109006471	1	V2R_chr5_sc005	1
ENSMUSG00000091450	Vmn2r11	5	109046873	109059452	-	protein_coding	1	6	V2R	0	none	transcript	109046873	109059452	1	V2R_chr5_sc005	1
ENSMUSG00000090688	Vmn2r12	5	109085849	109097864	-	protein_coding	1	6	V2R	0	none	transcript	109085849	109097864	1	V2R_chr5_sc005	1
ENSMUSG00000091635	Vmn2r13	5	109156068	109192107	-	protein_coding	1	6	V2R	0	none	transcript	109156068	109192107	1	V2R_chr5_sc005	1
ENSMUSG00000091059	Vmn2r14	5	109215502	109224622	-	protein_coding	1	6	V2R	0	none	transcript	109215502	109224622	1	V2R_chr5_sc005	1
ENSMUSG00000091375	Vmn2r15	5	109286269	109297556	-	protein_coding	1	6	V2R	0	none	transcript	109286269	109297556	1	V2R_chr5_sc005	1
ENSMUSG00000092080	Vmn2r16	5	109330381	109364481	+	protein_coding	1	6	V2R	0	none	transcript	109330381	109364481	1	V2R_chr5_sc005	1
ENSMUSG00000091879	Vmn2r17	5	109420013	109453387	+	protein_coding	1	6	V2R	0	none	transcript	109420013	109453387	1	V2R_chr5_sc005	1
ENSMUSG00000094409	Vmn2r-ps23	5	109578019	109578589	-	processed_pseudogene	1	1	V2R	1	biotype+name	transcript	109578019	109578589	1	V2R_chr5_sc005	1
ENSMUSG00000107123	Vmn2r-ps25	5	151435966	151461865	-	unprocessed_pseudogene	1	5	V2R	1	biotype+name	transcript	151435966	151461865	1	V2R_chr5_sc006	1
ENSMUSG00000106703	Vmn2r-ps26	5	151513135	151549267	-	unprocessed_pseudogene	1	4	V2R	1	biotype+name	transcript	151513135	151549267	1	V2R_chr5_sc006	1
ENSMUSG00000091794	Vmn2r18	5	151561661	151586906	-	protein_coding	1	5	V2R	0	none	transcript	151561661	151586906	1	V2R_chr5_sc006	1
ENSMUSG00000091260	Vmn2r19	6	123308333	123336537	+	protein_coding	1	6	V2R	0	none	transcript	123308333	123336537	1	V2R_chr6_sc007	1
ENSMUSG00000094145	Vmn2r20	6	123385262	123418061	-	protein_coding	1	6	V2R	0	none	transcript	123385262	123418061	1	V2R_chr6_sc007	1
ENSMUSG00000093652	Vmn2r-ps31	6	123443775	123444534	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	123443775	123444534	1	V2R_chr6_sc007	1
ENSMUSG00000093820	Vmn2r21	6	123492508	123533406	-	protein_coding	1	6	V2R	0	none	transcript	123492508	123533406	1	V2R_chr6_sc007	1
ENSMUSG00000093724	Vmn2r-ps32	6	123559122	123559878	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	123559122	123559878	1	V2R_chr6_sc007	1
ENSMUSG00000095486	Vmn2r22	6	123609758	123650635	-	protein_coding	1	6	V2R	0	none	transcript	123609758	123650635	1	V2R_chr6_sc007	1
ENSMUSG00000091620	Vmn2r23	6	123702821	123742291	+	protein_coding	1	6	V2R	0	none	transcript	123702821	123742291	1	V2R_chr6_sc007	1
ENSMUSG00000072780	Vmn2r24	6	123778971	123816280	+	protein_coding	1	6	V2R	0	none	transcript	123778971	123816280	1	V2R_chr6_sc007	1
ENSMUSG00000094672	Vmn2r25	6	123822814	123853190	-	protein_coding	1	6	V2R	0	none	transcript	123822814	123853190	1	V2R_chr6_sc007	1
ENSMUSG00000096630	Vmn2r26	6	124024758	124062035	+	protein_coding	1	6	V2R	0	none	transcript	124024758	124062035	1	V2R_chr6_sc007	1
ENSMUSG00000095544	Vmn2r-ps33	6	124081698	124082601	-	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	124081698	124082601	1	V2R_chr6_sc007	1
ENSMUSG00000094415	Vmn2r-ps34	6	124138733	124139636	-	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	124138733	124139636	1	V2R_chr6_sc007	1
ENSMUSG00000072778	Vmn2r27	6	124191596	124231784	-	protein_coding	1	6	V2R	0	none	transcript	124191596	124231784	1	V2R_chr6_sc007	1
ENSMUSG00000066820	Vmn2r28	7	5480641	5493851	-	protein_coding	1	6	V2R	0	none	transcript	5480641	5493851	1	V2R_chr7_sc008	1
ENSMUSG00000095730	Vmn2r29	7	7231327	7247328	-	protein_coding	1	6	V2R	0	none	transcript	7231327	7247328	1	V2R_chr7_sc009	1
ENSMUSG00000070847	Vmn2r30	7	7311723	7337531	-	protein_coding	2	12	V2R	0	none	transcript	7311723	7337531	1	V2R_chr7_sc009	1
ENSMUSG00000096373	Vmn2r31	7	7383985	7399627	-	protein_coding	1	6	V2R	0	none	transcript	7383985	7399627	1	V2R_chr7_sc009	1
ENSMUSG00000090849	Vmn2r-ps36	7	7417668	7441299	-	unprocessed_pseudogene	1	6	V2R	1	biotype+name	transcript	7417668	7441299	1	V2R_chr7_sc009	1
ENSMUSG00000096743	Vmn2r32	7	7463969	7479973	-	protein_coding	1	6	V2R	0	none	transcript	7463969	7479973	1	V2R_chr7_sc009	1
ENSMUSG00000096691	Vmn2r33	7	7550967	7566786	-	protein_coding	1	6	V2R	0	none	transcript	7550967	7566786	1	V2R_chr7_sc009	1
ENSMUSG00000092439	Vmn2r-ps37	7	7641854	7645329	-	unprocessed_pseudogene	1	2	V2R	1	biotype+name	transcript	7641854	7645329	1	V2R_chr7_sc009	1
ENSMUSG00000070841	Vmn2r34	7	7670887	7689513	-	protein_coding	1	6	V2R	0	none	transcript	7670887	7689513	1	V2R_chr7_sc009	1
ENSMUSG00000092173	Vmn2r-ps38	7	7706858	7720205	-	unprocessed_pseudogene	1	6	V2R	1	biotype+name	transcript	7706858	7720205	1	V2R_chr7_sc009	1
ENSMUSG00000096399	Vmn2r35	7	7786151	7819867	-	protein_coding	1	6	V2R	0	none	transcript	7786151	7819867	1	V2R_chr7_sc009	1
ENSMUSG00000092433	Vmn2r-ps40	7	7842899	7858604	-	unprocessed_pseudogene	1	6	V2R	1	biotype+name	transcript	7842899	7858604	1	V2R_chr7_sc009	1
ENSMUSG00000091651	Vmn2r36	7	7876651	7902462	-	protein_coding	1	6	V2R	0	none	transcript	7876651	7902462	1	V2R_chr7_sc009	1
ENSMUSG00000090892	Vmn2r41	7	8136950	8161654	-	protein_coding	1	6	V2R	0	none	transcript	8136950	8161654	1	V2R_chr7_sc009	1
ENSMUSG00000070844	Vmn2r42	7	8183265	8200320	-	protein_coding	5	23	V2R	0	none	transcript	8183265	8200320	1	V2R_chr7_sc009	1
ENSMUSG00000053720	Vmn2r43	7	8244348	8260599	-	protein_coding	1	6	V2R	0	none	transcript	8244348	8260599	1	V2R_chr7_sc009	1
ENSMUSG00000092452	Vmn2r-ps45	7	8304225	8325804	-	unprocessed_pseudogene	1	6	V2R	1	biotype+name	transcript	8304225	8325804	1	V2R_chr7_sc009	1
ENSMUSG00000094098	Vmn2r44	7	8367460	8383238	-	protein_coding	1	6	V2R	0	none	transcript	8367460	8383238	1	V2R_chr7_sc009	1
ENSMUSG00000092441	Vmn2r-ps46	7	8399201	8422775	-	unprocessed_pseudogene	1	6	V2R	1	biotype+name	transcript	8399201	8422775	1	V2R_chr7_sc009	1
ENSMUSG00000090662	Vmn2r45	7	8470525	8489075	-	protein_coding	1	6	V2R	0	none	transcript	8470525	8489075	1	V2R_chr7_sc009	1
ENSMUSG00000092614	Vmn2r-ps47	7	8506486	8519810	-	unprocessed_pseudogene	1	6	V2R	1	biotype+name	transcript	8506486	8519810	1	V2R_chr7_sc009	1
ENSMUSG00000092204	Vmn2r-ps49	7	8584976	8610512	-	unprocessed_pseudogene	1	6	V2R	1	biotype+name	transcript	8584976	8610512	1	V2R_chr7_sc009	1
ENSMUSG00000096707	Vmn2r-ps44	7	8801136	8825685	-	unprocessed_pseudogene	1	6	V2R	1	biotype+name	transcript	8801136	8825685	1	V2R_chr7_sc009	1
ENSMUSG00000092573	Vmn2r-ps43	7	8872179	8885651	-	unprocessed_pseudogene	1	5	V2R	1	biotype+name	transcript	8872179	8885651	1	V2R_chr7_sc009	1
ENSMUSG00000090864	Vmn2r40	7	8907173	8931504	-	protein_coding	2	12	V2R	0	none	transcript	8907173	8931504	1	V2R_chr7_sc009	1
ENSMUSG00000092611	Vmn2r-ps42	7	8954489	8969976	-	unprocessed_pseudogene	1	6	V2R	1	biotype+name	transcript	8954489	8969976	1	V2R_chr7_sc009	1
ENSMUSG00000096658	Vmn2r39	7	9014750	9030798	-	protein_coding	1	6	V2R	0	none	transcript	9014750	9030798	1	V2R_chr7_sc009	1
ENSMUSG00000095773	Vmn2r38	7	9074796	9097881	-	protein_coding	1	6	V2R	0	none	transcript	9074796	9097881	1	V2R_chr7_sc009	1
ENSMUSG00000092548	Vmn2r-ps41	7	9176976	9180099	-	unprocessed_pseudogene	1	2	V2R	1	biotype+name	transcript	9176976	9180099	1	V2R_chr7_sc009	1
ENSMUSG00000066828	Vmn2r37	7	9205546	9223653	-	protein_coding	1	6	V2R	0	none	transcript	9205546	9223653	1	V2R_chr7_sc009	1
ENSMUSG00000090342	Vmn2r46	7	9754636	9770571	-	protein_coding	1	6	V2R	0	none	transcript	9754636	9770571	1	V2R_chr7_sc009	1
ENSMUSG00000094107	Vmn2r47	7	9816782	9841325	-	protein_coding	1	6	V2R	0	none	transcript	9816782	9841325	1	V2R_chr7_sc009	1
ENSMUSG00000094280	Vmn2r-ps51	7	9886278	9899743	-	unprocessed_pseudogene	1	5	V2R	1	biotype+name	transcript	9886278	9899743	1	V2R_chr7_sc009	1
ENSMUSG00000093681	Vmn2r-ps52	7	9918252	9918863	-	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	9918252	9918863	1	V2R_chr7_sc009	1
ENSMUSG00000095914	Vmn2r48	7	9927624	9953585	-	protein_coding	1	6	V2R	0	none	transcript	9927624	9953585	1	V2R_chr7_sc009	1
ENSMUSG00000096180	Vmn2r49	7	9976245	9992139	-	protein_coding	1	6	V2R	0	none	transcript	9976245	9992139	1	V2R_chr7_sc009	1
ENSMUSG00000094606	Vmn2r50	7	10037235	10053178	-	protein_coding	2	12	V2R	0	none	transcript	10037235	10053178	1	V2R_chr7_sc009	1
ENSMUSG00000058685	Vmn2r51	7	10087198	10105659	-	protein_coding	1	6	V2R	0	none	transcript	10087198	10105659	1	V2R_chr7_sc009	1
ENSMUSG00000091930	Vmn2r52	7	10158652	10176286	-	protein_coding	1	6	V2R	0	none	transcript	10158652	10176286	1	V2R_chr7_sc009	1
ENSMUSG00000092583	Vmn2r-ps53	7	12445358	12468852	+	unprocessed_pseudogene	1	5	V2R	1	biotype+name	transcript	12445358	12468852	1	V2R_chr7_sc010	1
ENSMUSG00000096002	Vmn2r53	7	12581470	12606544	-	protein_coding	1	5	V2R	0	none	transcript	12581470	12606544	1	V2R_chr7_sc010	1
ENSMUSG00000096593	Vmn2r54	7	12615233	12636134	-	protein_coding	1	5	V2R	0	none	transcript	12615233	12636134	1	V2R_chr7_sc010	1
ENSMUSG00000091045	Vmn2r55	7	12651706	12684991	-	protein_coding	2	9	V2R	0	none	transcript	12651706	12684991	1	V2R_chr7_sc010	1
ENSMUSG00000090762	Vmn2r56	7	12693998	12733105	-	protein_coding	1	6	V2R	0	none	transcript	12693998	12733105	1	V2R_chr7_sc010	1
ENSMUSG00000066537	Vmn2r57	7	41399732	41448641	-	protein_coding	1	6	V2R	0	none	transcript	41399732	41448641	1	V2R_chr7_sc011	1
ENSMUSG00000074164	Vmn2r-ps54	7	41667979	41727193	+	transcribed_unprocessed_pseudogene	5	28	V2R	1	biotype+name	transcript	41667979	41727193	1	V2R_chr7_sc011	1
ENSMUSG00000092538	Vmn2r-ps55	7	41722288	41722527	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	41722288	41722527	1	V2R_chr7_sc011	1
ENSMUSG00000092451	Vmn2r-ps56	7	41744706	41772910	-	unprocessed_pseudogene	1	7	V2R	1	biotype+name	transcript	41744706	41772910	1	V2R_chr7_sc011	1
ENSMUSG00000090383	Vmn2r58	7	41836881	41872670	-	protein_coding	1	6	V2R	0	none	transcript	41836881	41872670	1	V2R_chr7_sc011	1
ENSMUSG00000092328	Vmn2r-ps57	7	41937527	41980928	-	unprocessed_pseudogene	1	6	V2R	1	biotype+name	transcript	41937527	41980928	1	V2R_chr7_sc011	1
ENSMUSG00000092032	Vmn2r59	7	42011792	42058981	-	protein_coding	1	6	V2R	0	none	transcript	42011792	42058981	1	V2R_chr7_sc011	1
ENSMUSG00000090619	Vmn2r60	7	42116471	42195776	+	protein_coding	1	6	V2R	0	none	transcript	42116471	42195776	1	V2R_chr7_sc011	1
ENSMUSG00000090967	Vmn2r61	7	42260053	42300755	+	protein_coding	1	6	V2R	0	none	transcript	42260053	42300755	1	V2R_chr7_sc011	1
ENSMUSG00000092370	Vmn2r-ps58	7	42303086	42303327	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	42303086	42303327	1	V2R_chr7_sc011	1
ENSMUSG00000092382	Vmn2r-ps59	7	42378458	42378592	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	42378458	42378592	1	V2R_chr7_sc011	1
ENSMUSG00000070621	Vmn2r-ps60	7	42429828	42430724	-	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	42429828	42430724	1	V2R_chr7_sc011	1
ENSMUSG00000091926	Vmn2r62	7	42764438	42793496	-	protein_coding	1	6	V2R	0	none	transcript	42764438	42793496	1	V2R_chr7_sc011	1
ENSMUSG00000090751	Vmn2r63	7	42903251	42933789	-	protein_coding	1	6	V2R	0	none	transcript	42903251	42933789	1	V2R_chr7_sc011	1
ENSMUSG00000092217	Vmn2r-ps62	7	84810428	84811444	-	unprocessed_pseudogene	1	2	V2R	1	biotype+name	transcript	84810428	84811444	1	V2R_chr7_sc012	1
ENSMUSG00000066372	Vmn2r65	7	84940169	84964009	-	protein_coding	1	6	V2R	0	none	transcript	84940169	84964009	1	V2R_chr7_sc012	1
ENSMUSG00000094950	Vmn2r66	7	84994645	85012020	-	protein_coding	1	6	V2R	0	none	transcript	84994645	85012020	1	V2R_chr7_sc012	1
ENSMUSG00000092530	Vmn2r-ps64	7	85034027	85034549	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	85034027	85034549	1	V2R_chr7_sc012	1
ENSMUSG00000092422	Vmn2r-ps65	7	85041777	85041996	-	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	85041777	85041996	1	V2R_chr7_sc012	1
ENSMUSG00000092621	Vmn2r-ps66	7	85053075	85070937	+	unprocessed_pseudogene	1	3	V2R	1	biotype+name	transcript	85053075	85070937	1	V2R_chr7_sc012	1
ENSMUSG00000092211	Vmn2r-ps67	7	85083980	85084364	-	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	85083980	85084364	1	V2R_chr7_sc012	1
ENSMUSG00000095664	Vmn2r67	7	85136240	85155902	-	protein_coding	1	6	V2R	0	none	transcript	85136240	85155902	1	V2R_chr7_sc012	1
ENSMUSG00000092259	Vmn2r-ps68	7	85192197	85193057	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	85192197	85193057	1	V2R_chr7_sc012	1
ENSMUSG00000096861	Vmn2r68	7	85221518	85237704	-	protein_coding	1	6	V2R	0	none	transcript	85221518	85237704	1	V2R_chr7_sc012	1
ENSMUSG00000090773	Vmn2r-ps69	7	85303953	85342891	+	unprocessed_pseudogene	1	6	V2R	1	biotype+name	transcript	85303953	85342891	1	V2R_chr7_sc012	1
ENSMUSG00000091006	Vmn2r69	7	85406376	85415676	-	protein_coding	1	6	V2R	0	none	transcript	85406376	85415676	1	V2R_chr7_sc012	1
ENSMUSG00000092431	Vmn2r-ps70	7	85511848	85512149	-	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	85511848	85512149	1	V2R_chr7_sc012	1
ENSMUSG00000090806	Vmn2r70	7	85558703	85569088	-	protein_coding	1	6	V2R	0	none	transcript	85558703	85569088	1	V2R_chr7_sc012	1
ENSMUSG00000092628	Vmn2r-ps71	7	85581508	85582382	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	85581508	85582382	1	V2R_chr7_sc012	1
ENSMUSG00000092533	Vmn2r-ps72	7	85589650	85590556	-	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	85589650	85590556	1	V2R_chr7_sc012	1
ENSMUSG00000091205	Vmn2r71	7	85615462	85624547	+	protein_coding	1	6	V2R	0	none	transcript	85615462	85624547	1	V2R_chr7_sc012	1
ENSMUSG00000092567	Vmn2r-ps73	7	85696356	85698580	+	unprocessed_pseudogene	1	3	V2R	1	biotype+name	transcript	85696356	85698580	1	V2R_chr7_sc012	1
ENSMUSG00000092352	Vmn2r-ps74	7	85712291	85713207	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	85712291	85713207	1	V2R_chr7_sc012	1
ENSMUSG00000051877	Vmn2r72	7	85737784	85754981	-	protein_coding	1	6	V2R	0	none	transcript	85737784	85754981	1	V2R_chr7_sc012	1
ENSMUSG00000092179	Vmn2r-ps75	7	85798320	85798936	+	unprocessed_pseudogene	1	2	V2R	1	biotype+name	transcript	85798320	85798936	1	V2R_chr7_sc012	1
ENSMUSG00000092307	Vmn2r-ps76	7	85815447	85816185	-	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	85815447	85816185	1	V2R_chr7_sc012	1
ENSMUSG00000092287	Vmn2r-ps77	7	85821939	85822258	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	85821939	85822258	1	V2R_chr7_sc012	1
ENSMUSG00000070458	Vmn2r73	7	85857547	85875938	-	protein_coding	1	6	V2R	0	none	transcript	85857547	85875938	1	V2R_chr7_sc012	1
ENSMUSG00000092440	Vmn2r-ps78	7	85884457	85884764	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	85884457	85884764	1	V2R_chr7_sc012	1
ENSMUSG00000090774	Vmn2r74	7	85951867	85961482	-	protein_coding	1	6	V2R	0	none	transcript	85951867	85961482	1	V2R_chr7_sc012	1
ENSMUSG00000092263	Vmn2r-ps79	7	85967016	85967392	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	85967016	85967392	1	V2R_chr7_sc012	1
ENSMUSG00000092529	Vmn2r-ps80	7	85997983	85999586	-	unprocessed_pseudogene	1	2	V2R	1	biotype+name	transcript	85997983	85999586	1	V2R_chr7_sc012	1
ENSMUSG00000092608	Vmn2r-ps81	7	86026716	86027553	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	86026716	86027553	1	V2R_chr7_sc012	1
ENSMUSG00000092330	Vmn2r-ps82	7	86053700	86063461	-	unprocessed_pseudogene	1	6	V2R	1	biotype+name	transcript	86053700	86063461	1	V2R_chr7_sc012	1
ENSMUSG00000092357	Vmn2r-ps83	7	86073150	86083782	-	unprocessed_pseudogene	1	5	V2R	1	biotype+name	transcript	86073150	86083782	1	V2R_chr7_sc012	1
ENSMUSG00000092532	Vmn2r-ps84	7	86126333	86127229	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	86126333	86127229	1	V2R_chr7_sc012	1
ENSMUSG00000090436	Vmn2r75	7	86148042	86171724	-	protein_coding	1	6	V2R	0	none	transcript	86148042	86171724	1	V2R_chr7_sc012	1
ENSMUSG00000092587	Vmn2r-ps85	7	86181204	86182143	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	86181204	86182143	1	V2R_chr7_sc012	1
ENSMUSG00000092419	Vmn2r-ps86	7	86185726	86186596	-	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	86185726	86186596	1	V2R_chr7_sc012	1
ENSMUSG00000091239	Vmn2r76	7	86225206	86246201	-	protein_coding	1	6	V2R	0	none	transcript	86225206	86246201	1	V2R_chr7_sc012	1
ENSMUSG00000090949	Vmn2r77	7	86795141	86812032	+	protein_coding	1	6	V2R	0	none	transcript	86795141	86812032	1	V2R_chr7_sc012	1
ENSMUSG00000092195	Vmn2r-ps87	7	86884865	86885740	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	86884865	86885740	1	V2R_chr7_sc012	1
ENSMUSG00000091962	Vmn2r78	7	86915300	86955177	+	protein_coding	1	6	V2R	0	none	transcript	86915300	86955177	1	V2R_chr7_sc012	1
ENSMUSG00000090362	Vmn2r79	7	86996465	87037968	+	protein_coding	1	6	V2R	0	none	transcript	86996465	87037968	1	V2R_chr7_sc012	1
ENSMUSG00000091888	Vmn2r80	10	79148797	79195012	+	protein_coding	1	6	V2R	0	none	transcript	79148797	79195012	1	V2R_chr10_sc013	1
ENSMUSG00000055515	Vmn2r81	10	79247777	79294535	+	protein_coding	1	6	V2R	0	none	transcript	79247777	79294535	1	V2R_chr10_sc013	1
ENSMUSG00000091468	Vmn2r82	10	79356576	79397198	+	protein_coding	1	6	V2R	0	none	transcript	79356576	79397198	1	V2R_chr10_sc013	1
ENSMUSG00000091381	Vmn2r83	10	79468943	79492154	+	protein_coding	1	6	V2R	0	none	transcript	79468943	79492154	1	V2R_chr10_sc013	1
ENSMUSG00000070601	Vmn2r84	10	130385316	130394241	-	protein_coding	1	6	V2R	0	none	transcript	130385316	130394241	1	V2R_chr10_sc014	1
ENSMUSG00000092048	Vmn2r85	10	130417772	130429612	-	protein_coding	1	6	V2R	0	none	transcript	130417772	130429612	1	V2R_chr10_sc014	1
ENSMUSG00000092162	Vmn2r86	10	130445707	130455894	-	protein_coding	1	6	V2R	0	none	transcript	130445707	130455894	1	V2R_chr10_sc014	1
ENSMUSG00000091511	Vmn2r87	10	130471332	130497379	-	protein_coding	1	6	V2R	0	none	transcript	130471332	130497379	1	V2R_chr10_sc014	1
ENSMUSG00000080317	Vmn2r-ps94	13	33766920	33769463	+	unprocessed_pseudogene	1	3	V2R	1	biotype+name	transcript	33766920	33769463	1	V2R_chr13_sc015	1
ENSMUSG00000094499	Vmn2r-ps104	13	66352469	66355385	-	protein_coding	1	4	V2R	1	name	transcript	66352469	66355385	1	V2R_chr13_sc016	1
ENSMUSG00000089761	Vmn2r-ps111	14	51377348	51432043	+	lincRNA	2	4	V2R	1	name	transcript	51377348	51432043	1	V2R_chr14_sc017	1
ENSMUSG00000000606	Vmn2r88	14	51411001	51419527	+	protein_coding	3	16	V2R	0	none	transcript	51411001	51419527	1	V2R_chr14_sc017	1
ENSMUSG00000070448	Vmn2r89	14	51451962	51461293	+	protein_coding	3	12	V2R	0	none	transcript	51451962	51461293	1	V2R_chr14_sc017	1
ENSMUSG00000092120	Vmn2r90	17	17703941	17734167	+	protein_coding	1	6	V2R	0	none	transcript	17703941	17734167	1	V2R_chr17_sc018	1
ENSMUSG00000094396	Vmn2r124	17	18049484	18074220	+	protein_coding	1	6	V2R	0	none	transcript	18049484	18074220	1	V2R_chr17_sc018	1
ENSMUSG00000091206	Vmn2r91	17	18085057	18136643	+	protein_coding	1	6	V2R	0	none	transcript	18085057	18136643	1	V2R_chr17_sc018	1
ENSMUSG00000091350	Vmn2r92	17	18151930	18185178	+	protein_coding	1	6	V2R	0	none	transcript	18151930	18185178	1	V2R_chr17_sc018	1
ENSMUSG00000090417	Vmn2r94	17	18243570	18277508	-	protein_coding	1	6	V2R	0	none	transcript	18243570	18277508	1	V2R_chr17_sc018	1
ENSMUSG00000079698	Vmn2r93	17	18298281	18326441	+	protein_coding	1	6	V2R	0	none	transcript	18298281	18326441	1	V2R_chr17_sc018	1
ENSMUSG00000091631	Vmn2r95	17	18424104	18452324	+	protein_coding	1	6	V2R	0	none	transcript	18424104	18452324	1	V2R_chr17_sc018	1
ENSMUSG00000093775	Vmn2r-ps114	17	18493746	18495025	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	18493746	18495025	1	V2R_chr17_sc018	1
ENSMUSG00000091679	Vmn2r96	17	18581727	18598157	+	protein_coding	2	9	V2R	0	none	transcript	18581727	18598157	1	V2R_chr17_sc018	1
ENSMUSG00000093582	Vmn2r-ps115	17	18694508	18706984	+	unprocessed_pseudogene	1	4	V2R	1	biotype+name	transcript	18694508	18706984	1	V2R_chr17_sc018	1
ENSMUSG00000093602	Vmn2r-ps116	17	18763265	18763390	+	unprocessed_pseudogene	1	1	V2R	1	biotype+name	transcript	18763265	18763390	1	V2R_chr17_sc018	1
ENSMUSG00000093531	Vmn2r-ps117	17	18822550	18838589	+	unprocessed_pseudogene	1	5	V2R	1	biotype+name	transcript	18822550	18838589	1	V2R_chr17_sc018	1
ENSMUSG00000091491	Vmn2r97	17	18914322	18948071	+	protein_coding	1	6	V2R	0	none	transcript	18914322	18948071	1	V2R_chr17_sc018	1
ENSMUSG00000093607	Vmn2r-ps118	17	18989621	18990935	+	unprocessed_pseudogene	1	2	V2R	1	biotype+name	transcript	18989621	18990935	1	V2R_chr17_sc018	1
ENSMUSG00000096717	Vmn2r98	17	19053493	19081311	+	protein_coding	1	6	V2R	0	none	transcript	19053493	19081311	1	V2R_chr17_sc018	1
