gene_id	gene_name	family	chrom	start	end	strand	is_pseudogene	cluster_id	cluster_n_genes	cluster_rank_in_cluster	supercluster_id	is_primary_assembly
ENSMUSG00000095773	Vmn2r38	V2R	7	9074796	9097881	-	0	V2R_chr7_cl014	17	15	V2R_chr7_sc009	1
ENSMUSG00000092548	Vmn2r-ps41	V2R	7	9176976	9180099	-	1	V2R_chr7_cl014	17	16	V2R_chr7_sc009	1
ENSMUSG00000066828	Vmn2r37	V2R	7	9205546	9223653	-	0	V2R_chr7_cl014	17	17	V2R_chr7_sc009	1
ENSMUSG00000090342	Vmn2r46	V2R	7	9754636	9770571	-	0	V2R_chr7_cl015	9	1	V2R_chr7_sc009	1
ENSMUSG00000094107	Vmn2r47	V2R	7	9816782	9841325	-	0	V2R_chr7_cl015	9	2	V2R_chr7_sc009	1
ENSMUSG00000094280	Vmn2r-ps51	V2R	7	9886278	9899743	-	1	V2R_chr7_cl015	9	3	V2R_chr7_sc009	1
ENSMUSG00000093681	Vmn2r-ps52	V2R	7	9918252	9918863	-	1	V2R_chr7_cl015	9	4	V2R_chr7_sc009	1
ENSMUSG00000095914	Vmn2r48	V2R	7	9927624	9953585	-	0	V2R_chr7_cl015	9	5	V2R_chr7_sc009	1
ENSMUSG00000096180	Vmn2r49	V2R	7	9976245	9992139	-	0	V2R_chr7_cl015	9	6	V2R_chr7_sc009	1
ENSMUSG00000094606	Vmn2r50	V2R	7	10037235	10053178	-	0	V2R_chr7_cl015	9	7	V2R_chr7_sc009	1
ENSMUSG00000058685	Vmn2r51	V2R	7	10087198	10105659	-	0	V2R_chr7_cl015	9	8	V2R_chr7_sc009	1
ENSMUSG00000091930	Vmn2r52	V2R	7	10158652	10176286	-	0	V2R_chr7_cl015	9	9	V2R_chr7_sc009	1
ENSMUSG00000092583	Vmn2r-ps53	V2R	7	12445358	12468852	+	1	V2R_chr7_cl016	5	1	V2R_chr7_sc010	1
ENSMUSG00000096002	Vmn2r53	V2R	7	12581470	12606544	-	0	V2R_chr7_cl016	5	2	V2R_chr7_sc010	1
ENSMUSG00000096593	Vmn2r54	V2R	7	12615233	12636134	-	0	V2R_chr7_cl016	5	3	V2R_chr7_sc010	1
ENSMUSG00000091045	Vmn2r55	V2R	7	12651706	12684991	-	0	V2R_chr7_cl016	5	4	V2R_chr7_sc010	1
ENSMUSG00000090762	Vmn2r56	V2R	7	12693998	12733105	-	0	V2R_chr7_cl016	5	5	V2R_chr7_sc010	1
ENSMUSG00000066537	Vmn2r57	V2R	7	41399732	41448641	-	0	V2R_chr7_cl017	1	1	V2R_chr7_sc011	1
ENSMUSG00000074164	Vmn2r-ps54	V2R	7	41667979	41727193	+	1	V2R_chr7_cl018	11	1	V2R_chr7_sc011	1
ENSMUSG00000092538	Vmn2r-ps55	V2R	7	41722288	41722527	+	1	V2R_chr7_cl018	11	2	V2R_chr7_sc011	1
ENSMUSG00000092451	Vmn2r-ps56	V2R	7	41744706	41772910	-	1	V2R_chr7_cl018	11	3	V2R_chr7_sc011	1
ENSMUSG00000090383	Vmn2r58	V2R	7	41836881	41872670	-	0	V2R_chr7_cl018	11	4	V2R_chr7_sc011	1
ENSMUSG00000092328	Vmn2r-ps57	V2R	7	41937527	41980928	-	1	V2R_chr7_cl018	11	5	V2R_chr7_sc011	1
ENSMUSG00000092032	Vmn2r59	V2R	7	42011792	42058981	-	0	V2R_chr7_cl018	11	6	V2R_chr7_sc011	1
ENSMUSG00000090619	Vmn2r60	V2R	7	42116471	42195776	+	0	V2R_chr7_cl018	11	7	V2R_chr7_sc011	1
ENSMUSG00000090967	Vmn2r61	V2R	7	42260053	42300755	+	0	V2R_chr7_cl018	11	8	V2R_chr7_sc011	1
ENSMUSG00000092370	Vmn2r-ps58	V2R	7	42303086	42303327	+	1	V2R_chr7_cl018	11	9	V2R_chr7_sc011	1
ENSMUSG00000092382	Vmn2r-ps59	V2R	7	42378458	42378592	+	1	V2R_chr7_cl018	11	10	V2R_chr7_sc011	1
ENSMUSG00000070621	Vmn2r-ps60	V2R	7	42429828	42430724	-	1	V2R_chr7_cl018	11	11	V2R_chr7_sc011	1
ENSMUSG00000091926	Vmn2r62	V2R	7	42764438	42793496	-	0	V2R_chr7_cl019	2	1	V2R_chr7_sc011	1
ENSMUSG00000090751	Vmn2r63	V2R	7	42903251	42933789	-	0	V2R_chr7_cl019	2	2	V2R_chr7_sc011	1
ENSMUSG00000092217	Vmn2r-ps62	V2R	7	84810428	84811444	-	1	V2R_chr7_cl020	36	1	V2R_chr7_sc012	1
ENSMUSG00000066372	Vmn2r65	V2R	7	84940169	84964009	-	0	V2R_chr7_cl020	36	2	V2R_chr7_sc012	1
ENSMUSG00000094950	Vmn2r66	V2R	7	84994645	85012020	-	0	V2R_chr7_cl020	36	3	V2R_chr7_sc012	1
ENSMUSG00000092530	Vmn2r-ps64	V2R	7	85034027	85034549	+	1	V2R_chr7_cl020	36	4	V2R_chr7_sc012	1
ENSMUSG00000092422	Vmn2r-ps65	V2R	7	85041777	85041996	-	1	V2R_chr7_cl020	36	5	V2R_chr7_sc012	1
ENSMUSG00000092621	Vmn2r-ps66	V2R	7	85053075	85070937	+	1	V2R_chr7_cl020	36	6	V2R_chr7_sc012	1
ENSMUSG00000092211	Vmn2r-ps67	V2R	7	85083980	85084364	-	1	V2R_chr7_cl020	36	7	V2R_chr7_sc012	1
ENSMUSG00000095664	Vmn2r67	V2R	7	85136240	85155902	-	0	V2R_chr7_cl020	36	8	V2R_chr7_sc012	1
ENSMUSG00000092259	Vmn2r-ps68	V2R	7	85192197	85193057	+	1	V2R_chr7_cl020	36	9	V2R_chr7_sc012	1
ENSMUSG00000096861	Vmn2r68	V2R	7	85221518	85237704	-	0	V2R_chr7_cl020	36	10	V2R_chr7_sc012	1
ENSMUSG00000090773	Vmn2r-ps69	V2R	7	85303953	85342891	+	1	V2R_chr7_cl020	36	11	V2R_chr7_sc012	1
ENSMUSG00000091006	Vmn2r69	V2R	7	85406376	85415676	-	0	V2R_chr7_cl020	36	12	V2R_chr7_sc012	1
ENSMUSG00000092431	Vmn2r-ps70	V2R	7	85511848	85512149	-	1	V2R_chr7_cl020	36	13	V2R_chr7_sc012	1
ENSMUSG00000090806	Vmn2r70	V2R	7	85558703	85569088	-	0	V2R_chr7_cl020	36	14	V2R_chr7_sc012	1
ENSMUSG00000092628	Vmn2r-ps71	V2R	7	85581508	85582382	+	1	V2R_chr7_cl020	36	15	V2R_chr7_sc012	1
ENSMUSG00000092533	Vmn2r-ps72	V2R	7	85589650	85590556	-	1	V2R_chr7_cl020	36	16	V2R_chr7_sc012	1
ENSMUSG00000091205	Vmn2r71	V2R	7	85615462	85624547	+	0	V2R_chr7_cl020	36	17	V2R_chr7_sc012	1
ENSMUSG00000092567	Vmn2r-ps73	V2R	7	85696356	85698580	+	1	V2R_chr7_cl020	36	18	V2R_chr7_sc012	1
ENSMUSG00000092352	Vmn2r-ps74	V2R	7	85712291	85713207	+	1	V2R_chr7_cl020	36	19	V2R_chr7_sc012	1
ENSMUSG00000051877	Vmn2r72	V2R	7	85737784	85754981	-	0	V2R_chr7_cl020	36	20	V2R_chr7_sc012	1
ENSMUSG00000092179	Vmn2r-ps75	V2R	7	85798320	85798936	+	1	V2R_chr7_cl020	36	21	V2R_chr7_sc012	1
ENSMUSG00000092307	Vmn2r-ps76	V2R	7	85815447	85816185	-	1	V2R_chr7_cl020	36	22	V2R_chr7_sc012	1
ENSMUSG00000092287	Vmn2r-ps77	V2R	7	85821939	85822258	+	1	V2R_chr7_cl020	36	23	V2R_chr7_sc012	1
ENSMUSG00000070458	Vmn2r73	V2R	7	85857547	85875938	-	0	V2R_chr7_cl020	36	24	V2R_chr7_sc012	1
ENSMUSG00000092440	Vmn2r-ps78	V2R	7	85884457	85884764	+	1	V2R_chr7_cl020	36	25	V2R_chr7_sc012	1
ENSMUSG00000090774	Vmn2r74	V2R	7	85951867	85961482	-	0	V2R_chr7_cl020	36	26	V2R_chr7_sc012	1
ENSMUSG00000092263	Vmn2r-ps79	V2R	7	85967016	85967392	+	1	V2R_chr7_cl020	36	27	V2R_chr7_sc012	1
ENSMUSG00000092529	Vmn2r-ps80	V2R	7	85997983	85999586	-	1	V2R_chr7_cl020	36	28	V2R_chr7_sc012	1
ENSMUSG00000092608	Vmn2r-ps81	V2R	7	86026716	86027553	+	1	V2R_chr7_cl020	36	29	V2R_chr7_sc012	1
ENSMUSG00000092330	Vmn2r-ps82	V2R	7	86053700	86063461	-	1	V2R_chr7_cl020	36	30	V2R_chr7_sc012	1
ENSMUSG00000092357	Vmn2r-ps83	V2R	7	86073150	86083782	-	1	V2R_chr7_cl020	36	31	V2R_chr7_sc012	1
ENSMUSG00000092532	Vmn2r-ps84	V2R	7	86126333	86127229	+	1	V2R_chr7_cl020	36	32	V2R_chr7_sc012	1
ENSMUSG00000090436	Vmn2r75	V2R	7	86148042	86171724	-	0	V2R_chr7_cl020	36	33	V2R_chr7_sc012	1
ENSMUSG00000092587	Vmn2r-ps85	V2R	7	86181204	86182143	+	1	V2R_chr7_cl020	36	34	V2R_chr7_sc012	1
ENSMUSG00000092419	Vmn2r-ps86	V2R	7	86185726	86186596	-	1	V2R_chr7_cl020	36	35	V2R_chr7_sc012	1
ENSMUSG00000091239	Vmn2r76	V2R	7	86225206	86246201	-	0	V2R_chr7_cl020	36	36	V2R_chr7_sc012	1
ENSMUSG00000090949	Vmn2r77	V2R	7	86795141	86812032	+	0	V2R_chr7_cl021	4	1	V2R_chr7_sc012	1
ENSMUSG00000092195	Vmn2r-ps87	V2R	7	86884865	86885740	+	1	V2R_chr7_cl021	4	2	V2R_chr7_sc012	1
ENSMUSG00000091962	Vmn2r78	V2R	7	86915300	86955177	+	0	V2R_chr7_cl021	4	3	V2R_chr7_sc012	1
ENSMUSG00000090362	Vmn2r79	V2R	7	86996465	87037968	+	0	V2R_chr7_cl021	4	4	V2R_chr7_sc012	1
ENSMUSG00000091888	Vmn2r80	V2R	10	79148797	79195012	+	0	V2R_chr10_cl022	4	1	V2R_chr10_sc013	1
ENSMUSG00000055515	Vmn2r81	V2R	10	79247777	79294535	+	0	V2R_chr10_cl022	4	2	V2R_chr10_sc013	1
ENSMUSG00000091468	Vmn2r82	V2R	10	79356576	79397198	+	0	V2R_chr10_cl022	4	3	V2R_chr10_sc013	1
ENSMUSG00000091381	Vmn2r83	V2R	10	79468943	79492154	+	0	V2R_chr10_cl022	4	4	V2R_chr10_sc013	1
ENSMUSG00000070601	Vmn2r84	V2R	10	130385316	130394241	-	0	V2R_chr10_cl023	4	1	V2R_chr10_sc014	1
ENSMUSG00000092048	Vmn2r85	V2R	10	130417772	130429612	-	0	V2R_chr10_cl023	4	2	V2R_chr10_sc014	1
ENSMUSG00000092162	Vmn2r86	V2R	10	130445707	130455894	-	0	V2R_chr10_cl023	4	3	V2R_chr10_sc014	1
ENSMUSG00000091511	Vmn2r87	V2R	10	130471332	130497379	-	0	V2R_chr10_cl023	4	4	V2R_chr10_sc014	1
ENSMUSG00000080317	Vmn2r-ps94	V2R	13	33766920	33769463	+	1	V2R_chr13_cl024	1	1	V2R_chr13_sc015	1
ENSMUSG00000094499	Vmn2r-ps104	V2R	13	66352469	66355385	-	1	V2R_chr13_cl025	1	1	V2R_chr13_sc016	1
ENSMUSG00000089761	Vmn2r-ps111	V2R	14	51377348	51432043	+	1	V2R_chr14_cl026	3	1	V2R_chr14_sc017	1
ENSMUSG00000000606	Vmn2r88	V2R	14	51411001	51419527	+	0	V2R_chr14_cl026	3	2	V2R_chr14_sc017	1
ENSMUSG00000070448	Vmn2r89	V2R	14	51451962	51461293	+	0	V2R_chr14_cl026	3	3	V2R_chr14_sc017	1
ENSMUSG00000092120	Vmn2r90	V2R	17	17703941	17734167	+	0	V2R_chr17_cl027	1	1	V2R_chr17_sc018	1
ENSMUSG00000094396	Vmn2r124	V2R	17	18049484	18074220	+	0	V2R_chr17_cl028	35	1	V2R_chr17_sc018	1
ENSMUSG00000091206	Vmn2r91	V2R	17	18085057	18136643	+	0	V2R_chr17_cl028	35	2	V2R_chr17_sc018	1
ENSMUSG00000091350	Vmn2r92	V2R	17	18151930	18185178	+	0	V2R_chr17_cl028	35	3	V2R_chr17_sc018	1
ENSMUSG00000090417	Vmn2r94	V2R	17	18243570	18277508	-	0	V2R_chr17_cl028	35	4	V2R_chr17_sc018	1
ENSMUSG00000079698	Vmn2r93	V2R	17	18298281	18326441	+	0	V2R_chr17_cl028	35	5	V2R_chr17_sc018	1
ENSMUSG00000091631	Vmn2r95	V2R	17	18424104	18452324	+	0	V2R_chr17_cl028	35	6	V2R_chr17_sc018	1
ENSMUSG00000093775	Vmn2r-ps114	V2R	17	18493746	18495025	+	1	V2R_chr17_cl028	35	7	V2R_chr17_sc018	1
ENSMUSG00000091679	Vmn2r96	V2R	17	18581727	18598157	+	0	V2R_chr17_cl028	35	8	V2R_chr17_sc018	1
ENSMUSG00000093582	Vmn2r-ps115	V2R	17	18694508	18706984	+	1	V2R_chr17_cl028	35	9	V2R_chr17_sc018	1
ENSMUSG00000093602	Vmn2r-ps116	V2R	17	18763265	18763390	+	1	V2R_chr17_cl028	35	10	V2R_chr17_sc018	1
ENSMUSG00000093531	Vmn2r-ps117	V2R	17	18822550	18838589	+	1	V2R_chr17_cl028	35	11	V2R_chr17_sc018	1
ENSMUSG00000091491	Vmn2r97	V2R	17	18914322	18948071	+	0	V2R_chr17_cl028	35	12	V2R_chr17_sc018	1
ENSMUSG00000093607	Vmn2r-ps118	V2R	17	18989621	18990935	+	1	V2R_chr17_cl028	35	13	V2R_chr17_sc018	1
ENSMUSG00000096717	Vmn2r98	V2R	17	19053493	19081311	+	0	V2R_chr17_cl028	35	14	V2R_chr17_sc018	1
ENSMUSG00000093533	Vmn2r-ps119	V2R	17	19141467	19176588	+	1	V2R_chr17_cl028	35	15	V2R_chr17_sc018	1
ENSMUSG00000093776	Vmn2r-ps120	V2R	17	19279322	19304478	+	1	V2R_chr17_cl028	35	16	V2R_chr17_sc018	1
ENSMUSG00000090304	Vmn2r99	V2R	17	19362135	19394590	+	0	V2R_chr17_cl028	35	17	V2R_chr17_sc018	1
ENSMUSG00000093627	Vmn2r-ps121	V2R	17	19453325	19454522	+	1	V2R_chr17_cl028	35	18	V2R_chr17_sc018	1
ENSMUSG00000091859	Vmn2r100	V2R	17	19504811	19532060	+	0	V2R_chr17_cl028	35	19	V2R_chr17_sc018	1
ENSMUSG00000094892	Vmn2r101	V2R	17	19577231	19612317	+	0	V2R_chr17_cl028	35	20	V2R_chr17_sc018	1
ENSMUSG00000095961	Vmn2r102	V2R	17	19660399	19694748	+	0	V2R_chr17_cl028	35	21	V2R_chr17_sc018	1
ENSMUSG00000093592	Vmn2r-ps122	V2R	17	19727139	19728044	+	1	V2R_chr17_cl028	35	22	V2R_chr17_sc018	1
ENSMUSG00000091771	Vmn2r103	V2R	17	19773363	19812536	+	0	V2R_chr17_cl028	35	23	V2R_chr17_sc018	1
ENSMUSG00000093426	Vmn2r-ps123	V2R	17	19838565	19874206	+	1	V2R_chr17_cl028	35	24	V2R_chr17_sc018	1
ENSMUSG00000093642	Vmn2r-ps124	V2R	17	19937217	19938119	+	1	V2R_chr17_cl028	35	25	V2R_chr17_sc018	1
ENSMUSG00000093711	Vmn2r-ps125	V2R	17	19986868	19987798	-	1	V2R_chr17_cl028	35	26	V2R_chr17_sc018	1
ENSMUSG00000090315	Vmn2r104	V2R	17	20029425	20048205	-	0	V2R_chr17_cl028	35	27	V2R_chr17_sc018	1
ENSMUSG00000093401	Vmn2r-ps126	V2R	17	20080674	20141273	+	1	V2R_chr17_cl028	35	28	V2R_chr17_sc018	1
ENSMUSG00000091670	Vmn2r105	V2R	17	20208230	20234872	-	0	V2R_chr17_cl028	35	29	V2R_chr17_sc018	1
ENSMUSG00000091656	Vmn2r106	V2R	17	20267547	20285430	-	0	V2R_chr17_cl028	35	30	V2R_chr17_sc018	1
ENSMUSG00000093469	Vmn2r-ps127	V2R	17	20329640	20336408	-	1	V2R_chr17_cl028	35	31	V2R_chr17_sc018	1
ENSMUSG00000056910	Vmn2r107	V2R	17	20345425	20375772	+	0	V2R_chr17_cl028	35	32	V2R_chr17_sc018	1
ENSMUSG00000091805	Vmn2r108	V2R	17	20462373	20481236	-	0	V2R_chr17_cl028	35	33	V2R_chr17_sc018	1
ENSMUSG00000090572	Vmn2r109	V2R	17	20540517	20564756	-	0	V2R_chr17_cl028	35	34	V2R_chr17_sc018	1
ENSMUSG00000091259	Vmn2r110	V2R	17	20573829	20596259	-	0	V2R_chr17_cl028	35	35	V2R_chr17_sc018	1
ENSMUSG00000095093	Vmn2r111	V2R	17	22547941	22573273	-	0	V2R_chr17_cl029	2	1	V2R_chr17_sc019	1
ENSMUSG00000094921	Vmn2r112	V2R	17	22601148	22619133	+	0	V2R_chr17_cl029	2	2	V2R_chr17_sc019	1
ENSMUSG00000090355	Vmn2r-ps128	V2R	17	22916878	22932941	-	1	V2R_chr17_cl030	12	1	V2R_chr17_sc019	1
ENSMUSG00000092111	Vmn2r113	V2R	17	22943184	22958814	+	0	V2R_chr17_cl030	12	2	V2R_chr17_sc019	1
ENSMUSG00000094752	Vmn2r-ps129	V2R	17	22992706	23008970	+	1	V2R_chr17_cl030	12	3	V2R_chr17_sc019	1
ENSMUSG00000095658	Vmn2r-ps130	V2R	17	23061367	23077425	+	1	V2R_chr17_cl030	12	4	V2R_chr17_sc019	1
ENSMUSG00000096429	Vmn2r-ps131	V2R	17	23147806	23150676	+	1	V2R_chr17_cl030	12	5	V2R_chr17_sc019	1
ENSMUSG00000093714	Vmn2r-ps132	V2R	17	23167338	23167988	-	1	V2R_chr17_cl030	12	6	V2R_chr17_sc019	1
ENSMUSG00000093493	Vmn2r-ps133	V2R	17	23241650	23277178	-	1	V2R_chr17_cl030	12	7	V2R_chr17_sc019	1
ENSMUSG00000091945	Vmn2r114	V2R	17	23290934	23312313	-	0	V2R_chr17_cl030	12	8	V2R_chr17_sc019	1
ENSMUSG00000091076	Vmn2r115	V2R	17	23343977	23360128	+	0	V2R_chr17_cl030	12	9	V2R_chr17_sc019	1
ENSMUSG00000090966	Vmn2r116	V2R	17	23384803	23401864	+	0	V2R_chr17_cl030	12	10	V2R_chr17_sc019	1
ENSMUSG00000096270	Vmn2r-ps134	V2R	17	23441011	23446167	-	1	V2R_chr17_cl030	12	11	V2R_chr17_sc019	1
ENSMUSG00000091407	Vmn2r117	V2R	17	23459675	23479597	-	0	V2R_chr17_cl030	12	12	V2R_chr17_sc019	1
ENSMUSG00000091504	Vmn2r118	V2R	17	55592341	55624672	-	0	V2R_chr17_cl031	1	1	V2R_chr17_sc020	1
ENSMUSG00000090655	Vmn2r120	V2R	17	57508783	57545314	-	0	V2R_chr17_cl032	1	1	V2R_chr17_sc021	1
ENSMUSG00000072049	Vmn2r121	V2R	X	124127339	124135910	-	0	V2R_chrX_cl033	1	1	V2R_chrX_sc022	1
ENSMUSG00000101499	Vmn2r-ps139	V2R	Y	4005164	4016574	+	1	V2R_chrY_cl034	1	1	V2R_chrY_sc023	1
ENSMUSG00000101181	Vmn2r-ps149	V2R	Y	7665545	7666321	+	1	V2R_chrY_cl035	1	1	V2R_chrY_sc024	1
ENSMUSG00000099175	Vmn2r118	V2R	CHR_MG4222_MG3908_PATCH	55592313	55624644	-	0	V2R_chrCHR_MG4222_MG3908_PATCH_cl036	1	1	V2R_chrCHR_MG4222_MG3908_PATCH_sc025	0
ENSMUSG00000096730	Vmn2r122	V2R	JH584292.1	3536	11935	+	0	V2R_chrJH584292.1_cl037	1	1	V2R_chrJH584292.1_sc026	0
